step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
1,CASH_IN,76932.89,C648315947,6511484.99,6588417.88,C1023714065,765831.94,1412484.09,0,0
1,CASH_IN,92971.79,C2117642238,6588417.88,6681389.66,C796533847,111367.94,0.0,0,0
1,CASH_IN,7322.98,C913242382,6681389.66,6688712.64,C146305349,64966.0,57643.02,0,0
1,CASH_IN,222126.95,C870322840,6688712.64,6910839.59,C1286084959,1397610.6,2107778.11,0,0
1,CASH_IN,62983.91,C837246227,6910839.59,6973823.5,C1740000325,454778.18,1363368.51,0,0
1,CASH_IN,1271.77,C173738886,6973823.5,6975095.27,C932583850,697456.73,2719172.89,0,0
1,CASH_IN,246816.65,C1262237002,6975095.27,7221911.92,C33524623,933112.37,1517262.16,0,0
1,CASH_IN,21898.97,C2029754983,7221911.92,7243810.89,C747464370,1114670.7,1567434.81,0,0
1,CASH_IN,30811.56,C1946111918,7243810.89,7274622.45,C22805895,152178.0,651524.92,0,0
1,CASH_IN,100275.09,C564817260,7274622.45,7374897.54,C564160838,878425.58,1254956.07,0,0
1,CASH_IN,46630.53,C194415222,7374897.54,7421528.07,C2083562754,604846.71,1186556.81,0,0
1,CASH_IN,158775.58,C798622145,7421528.07,7580303.64,C1023714065,688899.05,1412484.09,0,0
1,CASH_IN,90556.08,C638695843,7580303.64,7670859.72,C288665596,186372.86,8496.61,0,0
1,CASH_IN,173948.89,C1411543296,7670859.72,7844808.61,C1740000325,391794.27,1363368.51,0,0
1,CASH_IN,66216.71,C1800967368,7844808.61,7911025.32,C97730845,117785.88,9940339.29,0,0
1,CASH_IN,216133.99,C338887787,7911025.32,8127159.31,C747464370,1092771.73,1567434.81,0,0
1,CASH_IN,371883.82,C1061448687,8127159.31,8499043.13,C1971489295,880022.94,0.0,0,0
1,CASH_IN,770537.37,C2015999862,8499043.13,8499043.13,C1883840933,8499043.13,1.687464309E7,0,0
1,CASH_IN,71275.47,C1467515503,8499043.13,8570318.6,C20671747,136084.66,43691.09,0,0
1,CASH_IN,336298.77,C1533330615,8570318.6,8906617.38,C1789550256,1049811.54,4619798.56,0,0
1,CASH_IN,317393.38,C1197721383,8906617.38,9224010.75,C1286084959,1175483.65,2107778.11,0,0
1,CASH_IN,181002.01,C1917082298,9224010.75,9405012.76,C1749186397,292975.96,277515.05,0,0
1,CASH_IN,311449.38,C1639765351,9405012.76,9716462.14,C1789550256,713512.77,4619798.56,0,0
1,CASH_IN,270824.42,C478209179,9716462.14,9987286.56,C1816757085,8515810.04,1.068123879E7,0,0
1,PAYMENT,1449.03,C1166230227,80983.0,79533.97,M365056339,0.0,0.0,0,0
1,PAYMENT,3551.48,C307411297,1015017.79,1011466.31,M166536076,0.0,0.0,0,0
1,CASH_OUT,227768.63,C1445424568,1011466.31,783697.68,C1023714065,530123.48,1412484.09,0,0
1,CASH_OUT,172986.7,C1374217958,783697.68,610710.98,C33524623,686295.71,1517262.16,0,0
1,PAYMENT,4940.2,C1459016715,48005.0,43064.8,M912747546,0.0,0.0,0,0
1,PAYMENT,2755.96,C1530957251,20987.0,18231.04,M1292472219,0.0,0.0,0,0
1,DEBIT,8807.01,C767511741,139428.0,130620.99,C20671747,64809.18,43691.09,0,0
1,DEBIT,3111.86,C548795052,64665.82,61553.96,C240650537,10070.22,0.0,0,0
1,PAYMENT,10040.52,C2143571436,61553.96,51513.44,M2117099736,0.0,0.0,0,0
1,DEBIT,5363.0,C691863815,21260.0,15897.0,C1321640594,24765.26,18910.85,0,0
1,PAYMENT,11990.19,C647149086,885.0,0.0,M2070160397,0.0,0.0,0,0
1,PAYMENT,266.88,C103787801,4182.0,3915.12,M1205580258,0.0,0.0,0,0
1,PAYMENT,1928.55,C1959451969,5096.0,3167.45,M777313177,0.0,0.0,0,0
1,PAYMENT,10648.06,C1441328175,37419.0,26770.94,M1327895505,0.0,0.0,0,0
1,PAYMENT,962.43,C1831141281,26770.94,25808.5,M1705277839,0.0,0.0,0,0
1,PAYMENT,8348.1,C2000648320,16583.0,8234.9,M142099757,0.0,0.0,0,0
1,PAYMENT,6969.67,C1114335860,61091.0,54121.33,M80026551,0.0,0.0,0,0
1,TRANSFER,20128.0,C137533655,20128.0,0.0,C1848415041,0.0,0.0,1,0
1,CASH_OUT,20128.0,C1118430673,20128.0,0.0,C339924917,6268.0,12145.85,1,0
1,PAYMENT,154.87,C1527254842,9339.0,9184.13,M2000469839,0.0,0.0,0,0
1,DEBIT,4040.84,C1800693087,1938.0,0.0,C1825027294,51339.0,36757.68,0,0
1,PAYMENT,6490.17,C1717473929,548504.0,542013.83,M2100572327,0.0,0.0,0,0
1,PAYMENT,1101.09,C1868578441,30858.0,29756.91,M659996839,0.0,0.0,0,0
1,DEBIT,4347.78,C890160158,20766.0,16418.22,C1531333864,407959.76,55974.56,0,0
1,CASH_OUT,213922.13,C1768127248,16418.22,0.0,C1234776885,431956.63,2025098.66,0,0
1,CASH_OUT,83859.59,C119112899,0.0,0.0,C1590550415,1.638754836E7,1.916920493E7,0,0
1,CASH_OUT,33269.25,C375074687,0.0,0.0,C1629911510,111389.13,15375.37,0,0
1,CASH_OUT,51749.94,C1429616542,0.0,0.0,C297927961,62470.0,132842.64,0,0
1,CASH_OUT,86410.3,C662666707,0.0,0.0,C1023714065,757892.11,1412484.09,0,0
1,CASH_OUT,10856.63,C1821100643,0.0,0.0,C1740000325,217845.38,1363368.51,0,0
1,CASH_OUT,161613.93,C593768538,0.0,0.0,C1789550256,402063.39,4619798.56,0,0
1,CASH_OUT,244361.81,C1191864687,0.0,0.0,C33524623,859282.41,1517262.16,0,0
1,CASH_OUT,596617.87,C466032056,0.0,0.0,C1234776885,645878.76,2025098.66,0,0
1,CASH_OUT,108600.78,C690822257,0.0,0.0,C1810132623,146488.24,97128.19,0,0
1,CASH_OUT,377520.94,C726212590,0.0,0.0,C1789550256,563677.32,4619798.56,0,0
1,CASH_OUT,60758.42,C1058822905,0.0,0.0,C1318822808,155911.68,500631.71,0,0
1,CASH_OUT,86204.31,C475394679,0.0,0.0,C1789550256,941198.26,4619798.56,0,0
1,CASH_OUT,1234.0,C1574615832,0.0,0.0,C1983025922,29906.0,7550.03,0,0
1,CASH_OUT,18288.91,C1049590050,0.0,0.0,C1286084959,858090.28,2107778.11,0,0
1,CASH_OUT,248979.22,C1662592920,0.0,0.0,C33524623,1103644.22,1517262.16,0,0
1,CASH_OUT,126774.5,C1357686726,0.0,0.0,C1234776885,1242496.63,2025098.66,0,0
1,CASH_OUT,38428.19,C1491522744,0.0,0.0,C1568059495,43524.89,122750.49,0,0
1,CASH_OUT,109732.52,C501608687,0.0,0.0,C1816757085,8244985.62,1.068123879E7,0,0
1,CASH_OUT,17851.54,C929706284,0.0,0.0,C824208363,32353.0,0.0,0,0
1,CASH_OUT,5223.97,C42820240,0.0,0.0,C1122805102,10429.69,23568.91,0,0
1,CASH_OUT,63807.17,C1822434669,0.0,0.0,C2083562754,558216.18,1186556.81,0,0
1,CASH_OUT,406297.68,C1592840862,0.0,0.0,C985934102,882606.73,971418.91,0,0
1,PAYMENT,4779.93,C955611965,121.0,0.0,M1367672657,0.0,0.0,0,0
1,TRANSFER,16631.14,C1021565761,0.0,0.0,C998351292,89102.55,1015132.48,0,0
1,PAYMENT,2771.16,C1692375649,60721.0,57949.84,M2002790740,0.0,0.0,0,0
1,PAYMENT,3154.06,C237373286,24239.0,21084.94,M742255664,0.0,0.0,0,0
1,PAYMENT,7813.63,C883521348,21084.94,13271.31,M1115013644,0.0,0.0,0,0
1,PAYMENT,360.13,C2086068243,38939.0,38578.87,M1070194629,0.0,0.0,0,0
1,CASH_OUT,431381.17,C1076202543,40481.0,0.0,C306206744,55566.0,3554299.27,0,0
1,TRANSFER,43670.84,C749486981,0.0,0.0,C885951223,79331.08,215851.28,0,0
1,PAYMENT,7342.63,C1731295355,19443.0,12100.37,M385332399,0.0,0.0,0,0
1,PAYMENT,7417.09,C2061440682,843.0,0.0,M883020319,0.0,0.0,0,0
1,PAYMENT,8865.26,C1488946768,84415.83,75550.57,M1942356772,0.0,0.0,0,0
1,CASH_OUT,213490.87,C1907241392,75550.57,0.0,C1971489295,508139.13,0.0,0,0
1,PAYMENT,7444.4,C1269118128,31902.57,24458.17,M1863100050,0.0,0.0,0,0
1,CASH_OUT,287265.38,C739264372,24458.17,0.0,C306206744,486947.17,3554299.27,0,0
1,CASH_OUT,416001.33,C749981943,0.0,0.0,C667346055,102.0,9291619.62,1,0
1,PAYMENT,6432.26,C1313960293,0.0,0.0,M1155757579,0.0,0.0,0,0
1,PAYMENT,8690.86,C1785111044,29772.0,21081.14,M1482748887,0.0,0.0,0,0
1,PAYMENT,3791.28,C494894055,32463.0,28671.72,M1123226989,0.0,0.0,0,0
1,PAYMENT,4111.34,C500885941,128052.0,123940.66,M1115381650,0.0,0.0,0,0
1,PAYMENT,7163.9,C616412281,114219.94,107056.04,M2118096382,0.0,0.0,0,0
1,PAYMENT,6557.51,C878861517,107056.04,100498.52,M746394140,0.0,0.0,0,0
1,PAYMENT,17348.25,C1705665942,100498.52,83150.27,M1731763384,0.0,0.0,0,0
1,PAYMENT,1586.28,C1100619942,83150.27,81564.0,M87242619,0.0,0.0,0,0
1,PAYMENT,6811.97,C864248990,81564.0,74752.02,M285074186,0.0,0.0,0,0
1,PAYMENT,36651.07,C15892131,74752.02,38100.95,M484841769,0.0,0.0,0,0
1,PAYMENT,4804.68,C879311295,38100.95,33296.27,M1274247563,0.0,0.0,0,0
1,PAYMENT,19375.5,C1483145520,33296.27,13920.76,M1961129028,0.0,0.0,0,0
1,PAYMENT,13833.75,C163385254,13920.76,87.01,M1506938939,0.0,0.0,0,0
1,PAYMENT,21008.52,C970781872,87.01,0.0,M1850597787,0.0,0.0,0,0
1,PAYMENT,22043.92,C258737099,0.0,0.0,M1190566357,0.0,0.0,0,0
1,PAYMENT,32635.14,C407997647,0.0,0.0,M428996455,0.0,0.0,0,0
1,PAYMENT,11438.39,C1988939205,0.0,0.0,M80141040,0.0,0.0,0,0
1,PAYMENT,13527.16,C275056979,0.0,0.0,M106557175,0.0,0.0,0,0
1,PAYMENT,11881.78,C371976476,0.0,0.0,M612937843,0.0,0.0,0,0
1,PAYMENT,9805.46,C480184864,0.0,0.0,M1433956626,0.0,0.0,0,0
1,PAYMENT,9470.85,C483525032,0.0,0.0,M2109219177,0.0,0.0,0,0
1,PAYMENT,20560.86,C429058804,0.0,0.0,M259319861,0.0,0.0,0,0
1,PAYMENT,13679.84,C52913970,0.0,0.0,M1059634518,0.0,0.0,0,0
1,PAYMENT,15448.0,C836969741,0.0,0.0,M436094532,0.0,0.0,0,0
1,PAYMENT,1987.4,C567852222,0.0,0.0,M1541433310,0.0,0.0,0,0
1,PAYMENT,4145.04,C1938025186,97168.0,93022.96,M405036720,0.0,0.0,0,0
1,PAYMENT,3511.45,C2088582214,11310.0,7798.55,M620456576,0.0,0.0,0,0
1,PAYMENT,1118.1,C1220759559,9041.0,7922.9,M1923634801,0.0,0.0,0,0
1,PAYMENT,15.06,C1730337646,204682.0,204666.94,M418513504,0.0,0.0,0,0
1,CASH_IN,352568.35,C1256405521,9945.0,362513.35,C665576141,2624106.46,5515763.34,0,0
1,PAYMENT,3043.27,C2051598050,36369.0,33325.73,M188791662,0.0,0.0,0,0
1,PAYMENT,9758.09,C61426020,21217.0,11458.91,M1347016882,0.0,0.0,0,0
1,PAYMENT,5924.89,C1829460911,1518.0,0.0,M1662912171,0.0,0.0,0,0
1,PAYMENT,9550.43,C708153797,4021.0,0.0,M883380345,0.0,0.0,0,0
1,PAYMENT,4355.66,C54960993,120.0,0.0,M276748028,0.0,0.0,0,0
1,DEBIT,6973.12,C373544591,50015.0,43041.88,C1568059495,81953.08,122750.49,0,0
1,PAYMENT,2358.63,C409565350,70824.0,68465.37,M771923297,0.0,0.0,0,0
1,DEBIT,374.36,C1210939243,15237.0,14862.64,C1335050193,62904.98,353532.56,0,0
1,PAYMENT,8946.63,C1079125839,95066.0,86119.37,M321772459,0.0,0.0,0,0
1,PAYMENT,20573.4,C696165690,24641.0,4067.6,M181078353,0.0,0.0,0,0
1,PAYMENT,8358.12,C1542598424,293.0,0.0,M645875534,0.0,0.0,0,0
1,PAYMENT,1006.76,C2054451662,696008.0,695001.24,M673672784,0.0,0.0,0,0
1,PAYMENT,10498.05,C1659309731,16730.0,6231.95,M1056862342,0.0,0.0,0,0
1,TRANSFER,463722.76,C1734184086,349.0,0.0,C832279283,18285.39,185389.8,0,0
1,TRANSFER,138857.19,C1947941827,109473.0,0.0,C1789550256,1027402.57,4619798.56,0,0
1,PAYMENT,5184.9,C785625589,283509.0,278324.1,M1667534569,0.0,0.0,0,0
1,PAYMENT,3626.96,C1758893871,23506.0,19879.04,M1170111701,0.0,0.0,0,0
1,PAYMENT,282.42,C1985028494,30603.0,30320.58,M830863979,0.0,0.0,0,0
1,DEBIT,8703.54,C1832283291,137782.0,129078.46,C1335050193,63279.34,353532.56,0,0
1,PAYMENT,3673.1,C1532554556,30507.0,26833.9,M620423816,0.0,0.0,0,0
1,PAYMENT,9800.58,C976358110,12617.16,2816.58,M1690233783,0.0,0.0,0,0
1,CASH_OUT,88987.11,C2014563089,2816.58,0.0,C932583850,696184.96,2719172.89,0,0
1,PAYMENT,4227.19,C198098993,36054.0,31826.81,M553672556,0.0,0.0,0,0
1,PAYMENT,2881.51,C854653864,90250.0,87368.49,M1415439780,0.0,0.0,0,0
1,PAYMENT,4376.46,C703555670,9809.0,5432.54,M179808568,0.0,0.0,0,0
1,PAYMENT,11656.12,C1068445309,10181.0,0.0,M73698537,0.0,0.0,0,0
1,TRANSFER,345698.98,C1453062635,40419.0,0.0,C997608398,20489.94,157982.12,0,0
1,PAYMENT,3292.21,C1632789609,20484.0,17191.79,M659059448,0.0,0.0,0,0
1,PAYMENT,7367.06,C124494140,14528.0,7160.94,M246826139,0.0,0.0,0,0
1,PAYMENT,2937.34,C2083854344,19703.0,16765.66,M403598020,0.0,0.0,0,0
1,DEBIT,1150.14,C1119242936,21634.0,20483.86,C1122805102,15653.66,23568.91,0,0
1,PAYMENT,3563.36,C2123914473,185397.0,181833.64,M708443754,0.0,0.0,0,0
1,PAYMENT,2380.46,C1091234211,101428.0,99047.54,M832145584,0.0,0.0,0,0
1,PAYMENT,2266.02,C224060798,64757.92,62491.91,M1752535057,0.0,0.0,0,0
1,TRANSFER,32132.45,C2116299597,62491.91,30359.46,C1466073198,59605.0,0.0,0,0
1,TRANSFER,51627.39,C50720817,30359.46,0.0,C1526298704,81243.0,32092.07,0,0
1,TRANSFER,62073.54,C1496220730,0.0,0.0,C1740000325,228702.01,1363368.51,0,0
1,TRANSFER,13614.91,C488600086,0.0,0.0,C380242442,30195.0,0.0,0,0
1,TRANSFER,2290.73,C1111379131,0.0,0.0,C660143728,79471.66,42450.71,0,0
1,TRANSFER,637161.0,C1846982837,0.0,0.0,C1789550256,1166259.76,4619798.56,0,0
1,TRANSFER,639378.37,C1135935001,0.0,0.0,C392292416,753824.15,3420103.09,0,0
1,TRANSFER,34390.85,C635288507,0.0,0.0,C1291286504,90214.97,66575.5,0,0
1,TRANSFER,1867849.02,C355885103,0.0,0.0,C665576141,2271538.11,5515763.34,0,0
1,TRANSFER,1193410.46,C1321115948,0.0,0.0,C1590550415,1.647140795E7,1.916920493E7,0,0
1,TRANSFER,348186.2,C706665172,0.0,0.0,C306206744,774212.55,3554299.27,0,0
1,TRANSFER,1440296.14,C1649847375,0.0,0.0,C1590550415,1.76648184E7,1.916920493E7,0,0
1,TRANSFER,799483.57,C1153933106,0.0,0.0,C306206744,1122398.75,3554299.27,0,0
1,TRANSFER,969631.31,C2144067911,0.0,0.0,C248609774,2134967.54,6453430.91,0,0
1,TRANSFER,483544.3,C593447952,0.0,0.0,C1286084959,876379.19,2107778.11,0,0
1,TRANSFER,326349.91,C1950136544,0.0,0.0,C564160838,778150.49,1254956.07,0,0
1,DEBIT,7546.88,C209360730,51368.0,43821.12,C1259769769,11353.0,252055.24,0,0
1,PAYMENT,2469.75,C740007499,43821.12,41351.37,M1971152916,0.0,0.0,0,0
1,DEBIT,1741.24,C1687627235,80942.0,79200.76,C997608398,366188.92,157982.12,0,0
1,PAYMENT,553.25,C1007660652,7522.0,6968.75,M1276544608,0.0,0.0,0,0
1,PAYMENT,6606.31,C1387620926,6968.75,362.44,M265348534,0.0,0.0,0,0
1,PAYMENT,2075.94,C1324173038,110403.0,108327.06,M917568725,0.0,0.0,0,0
1,TRANSFER,84212.94,C1336775847,53199.0,0.0,C13329486,0.0,84212.94,0,0
1,CASH_OUT,312108.51,C1196963249,0.0,0.0,C1262822392,8043910.53,1.249436715E7,0,0
1,PAYMENT,1647.93,C1663488386,70889.0,69241.07,M1380044647,0.0,0.0,0,0
1,PAYMENT,3533.32,C1902801188,38211.0,34677.68,M1998137093,0.0,0.0,0,0
1,PAYMENT,7659.86,C577127077,544.0,0.0,M2122357625,0.0,0.0,0,0
1,PAYMENT,7203.07,C1556162268,290775.55,283572.48,M1650332494,0.0,0.0,0,0
1,CASH_OUT,116206.75,C1924990666,283572.48,167365.73,C1318822808,216670.1,500631.71,0,0
1,CASH_OUT,30331.38,C144445623,167365.73,137034.36,C998351292,105733.69,1015132.48,0,0
1,PAYMENT,2063.77,C1572745406,16064.0,14000.23,M1340644388,0.0,0.0,0,0
1,PAYMENT,3035.35,C1434015813,26657.0,23621.65,M1023996917,0.0,0.0,0,0
1,CASH_OUT,123797.1,C295640874,23621.65,0.0,C557041912,153674.01,557537.26,0,0
1,DEBIT,8233.25,C438151297,7024.0,0.0,C846947180,14673.0,12901.08,0,0
1,PAYMENT,2271.34,C96039159,31346.0,29074.66,M2144644334,0.0,0.0,0,0
1,PAYMENT,3801.74,C375097969,73616.2,69814.46,M1635082651,0.0,0.0,0,0
1,PAYMENT,1530.83,C788892554,69814.46,68283.63,M1970073944,0.0,0.0,0,0
1,PAYMENT,4833.96,C1060042118,41005.0,36171.04,M1964847681,0.0,0.0,0,0
1,PAYMENT,5842.61,C1992801971,40.0,0.0,M1681094402,0.0,0.0,0,0
1,PAYMENT,2871.89,C754527431,653.0,0.0,M820677667,0.0,0.0,0,0
1,DEBIT,5297.36,C2064883371,82134.0,76836.64,C655381473,31443.78,189534.74,0,0
1,TRANSFER,621561.65,C82275756,123122.0,0.0,C1782113663,0.0,3997768.55,0,0
1,PAYMENT,829.07,C1629353699,11199.0,10369.93,M99808631,0.0,0.0,0,0
1,PAYMENT,3418.07,C1651754404,260.0,0.0,M1564892747,0.0,0.0,0,0
1,CASH_OUT,41924.75,C1407324654,0.0,0.0,C1526298704,132870.39,32092.07,0,0
1,CASH_OUT,173597.57,C1101598632,0.0,0.0,C248609774,3104598.86,6453430.91,0,0
1,CASH_OUT,77642.84,C1032568028,0.0,0.0,C667346055,416103.33,9291619.62,0,0
1,CASH_OUT,144964.23,C1380976928,0.0,0.0,C932583850,785172.07,2719172.89,0,0
1,CASH_OUT,94038.9,C293474277,0.0,0.0,C998351292,136065.07,1015132.48,0,0
1,CASH_OUT,26051.33,C413373997,0.0,0.0,C215145189,28479.11,1891.79,0,0
1,CASH_OUT,134143.27,C2024711353,0.0,0.0,C451111351,1754894.42,3940085.21,0,0
1,CASH_OUT,497424.19,C711310213,0.0,0.0,C932583850,930136.3,2719172.89,0,0
1,CASH_OUT,607616.73,C1267042315,0.0,0.0,C1286084959,1359923.49,2107778.11,0,0
1,CASH_OUT,681093.57,C1335061928,0.0,0.0,C1023714065,844302.4,1412484.09,0,0
1,CASH_OUT,114057.61,C1108706191,0.0,0.0,C932583850,1427560.49,2719172.89,0,0
1,CASH_OUT,205279.62,C1160487387,0.0,0.0,C932583850,1541618.1,2719172.89,0,0
1,CASH_OUT,173512.93,C579447973,0.0,0.0,C1816757085,8354718.14,1.068123879E7,0,0
1,CASH_OUT,166817.98,C1990421361,0.0,0.0,C1971489295,721630.0,0.0,0,0
1,CASH_OUT,113283.13,C407148497,0.0,0.0,C885951223,123001.91,215851.28,0,0
1,CASH_OUT,179030.05,C16373883,0.0,0.0,C1360767589,1357232.47,2107965.39,0,0
1,CASH_OUT,94332.0,C1878700101,0.0,0.0,C1782113663,621561.65,3997768.55,0,0
1,CASH_OUT,141111.15,C40875560,0.0,0.0,C2083562754,622023.34,1186556.81,0,0
1,CASH_OUT,45756.23,C1042891691,0.0,0.0,C392292416,1393202.52,3420103.09,0,0
1,CASH_OUT,6039.61,C1893563925,0.0,0.0,C1653844940,31164.0,37203.61,0,0
1,CASH_OUT,46261.02,C1251967187,0.0,0.0,C575335780,85758.95,52415.15,0,0
1,CASH_OUT,312471.16,C901689694,0.0,0.0,C1789550256,1803420.75,4619798.56,0,0
1,CASH_OUT,195490.04,C1107204185,0.0,0.0,C564160838,1104500.4,1254956.07,0,0
1,CASH_OUT,107308.84,C1523084197,0.0,0.0,C1291286504,124605.82,66575.5,0,0
1,CASH_OUT,48252.82,C1818747191,0.0,0.0,C451111351,1889037.69,3940085.21,0,0
1,CASH_OUT,25674.03,C747870628,0.0,0.0,C597190999,30563.0,6830.83,0,0
1,CASH_OUT,63830.49,C421191743,0.0,0.0,C1531333864,412307.54,55974.56,0,0
1,CASH_OUT,96178.8,C9844218,0.0,0.0,C1749186397,111973.96,277515.05,0,0
1,CASH_OUT,155122.86,C1403716230,0.0,0.0,C997608398,367930.17,157982.12,0,0
1,CASH_OUT,171757.76,C1673916398,0.0,0.0,C2050019814,205811.8,0.0,0,0
1,CASH_OUT,8809.04,C756080817,0.0,0.0,C1740000325,137034.36,1363368.51,0,0
1,CASH_OUT,27320.2,C479734028,0.0,0.0,C614685048,79191.11,0.0,0,0
1,CASH_OUT,517915.91,C388802347,0.0,0.0,C1170794006,4404060.84,22190.99,0,0
1,CASH_OUT,34629.16,C1541046463,0.0,0.0,C1860513229,38735.74,0.0,0,0
1,CASH_OUT,94296.25,C1910896157,0.0,0.0,C401424608,336692.95,1178808.14,0,0
1,CASH_OUT,285360.06,C753426788,0.0,0.0,C1782113663,715893.66,3997768.55,0,0
1,CASH_OUT,161445.91,C1586470445,0.0,0.0,C557041912,277471.11,557537.26,0,0
1,CASH_OUT,386683.04,C1373577787,0.0,0.0,C33524623,1352623.44,1517262.16,0,0
1,CASH_OUT,169854.57,C265577219,0.0,0.0,C1816757085,8528231.07,1.068123879E7,0,0
1,CASH_OUT,126167.7,C1624817884,0.0,0.0,C248609774,3278196.43,6453430.91,0,0
1,CASH_OUT,152757.58,C1107579932,0.0,0.0,C1262822392,8356019.04,1.249436715E7,0,0
1,CASH_OUT,49661.18,C1784834205,0.0,0.0,C451111351,1937290.51,3940085.21,0,0
1,CASH_OUT,73513.5,C1174586025,0.0,0.0,C1750905143,236639.0,424250.45,0,0
1,CASH_OUT,166335.32,C1627010197,0.0,0.0,C33524623,1739306.48,1517262.16,0,0
1,CASH_OUT,234268.82,C4073506,0.0,0.0,C1750905143,310152.51,424250.45,0,0
1,CASH_OUT,306280.12,C2044825144,0.0,0.0,C1360767589,1536262.52,2107965.39,0,0
1,CASH_OUT,194620.68,C698747943,0.0,0.0,C453211571,610710.98,3461666.05,0,0
1,CASH_OUT,128278.74,C407493402,0.0,0.0,C1262822392,8508776.62,1.249436715E7,0,0
1,CASH_OUT,256773.54,C1774690057,0.0,0.0,C1971489295,888447.97,0.0,0,0
1,CASH_OUT,105759.12,C480402503,0.0,0.0,C1318822808,332876.84,500631.71,0,0
1,CASH_OUT,59390.46,C100445376,0.0,0.0,C977993101,73791.34,965870.05,0,0
1,CASH_OUT,131991.26,C1396385390,0.0,0.0,C1971489295,1145221.51,0.0,0,0
1,CASH_OUT,65025.3,C114414807,0.0,0.0,C977993101,133181.81,965870.05,0,0
1,CASH_OUT,82054.36,C144699438,0.0,0.0,C1526298704,174795.14,32092.07,0,0
1,CASH_OUT,69708.79,C1751500625,0.0,0.0,C1335050193,71982.88,353532.56,0,0
1,CASH_OUT,9104.26,C1650955365,0.0,0.0,C990355670,10623.0,19727.26,0,0
1,CASH_OUT,92553.64,C1788380050,0.0,0.0,C1182461167,297655.51,23508.22,0,0
1,CASH_OUT,66312.08,C493944943,0.0,0.0,C1750905143,544421.33,424250.45,0,0
1,CASH_OUT,142282.63,C1533547487,0.0,0.0,C453211571,805331.66,3461666.05,0,0
1,CASH_OUT,114499.14,C99770475,0.0,0.0,C1899073220,129297.57,420946.86,0,0
1,CASH_OUT,76635.24,C727250772,0.0,0.0,C357863579,102696.35,92307.65,0,0
1,CASH_OUT,132574.0,C1052768296,0.0,0.0,C977993101,198207.11,965870.05,0,0
1,CASH_OUT,39485.21,C626193099,0.0,0.0,C1883840933,9987286.56,1.687464309E7,0,0
1,CASH_OUT,236825.42,C859123506,0.0,0.0,C1899073220,243796.7,420946.86,0,0
1,CASH_OUT,327066.19,C1597742167,0.0,0.0,C453211571,947614.29,3461666.05,0,0
1,CASH_OUT,156819.6,C503595296,0.0,0.0,C1318822808,438635.96,500631.71,0,0
1,CASH_OUT,13136.44,C754072705,0.0,0.0,C1023714065,1525395.97,1412484.09,0,0
1,PAYMENT,4306.89,C908384914,256849.49,252542.6,M905847077,0.0,0.0,0,0
1,PAYMENT,8309.52,C156199931,252542.6,244233.08,M878991463,0.0,0.0,0,0
1,PAYMENT,5363.35,C612693043,81503.83,76140.48,M1622613647,0.0,0.0,0,0
1,PAYMENT,132.42,C307605969,76140.48,76008.06,M73688220,0.0,0.0,0,0
1,PAYMENT,19644.08,C130166095,76008.06,56363.98,M1599674462,0.0,0.0,0,0
1,PAYMENT,895.24,C1623060829,56363.98,55468.74,M1205483858,0.0,0.0,0,0
1,PAYMENT,7641.08,C1373949107,55468.74,47827.66,M1189651769,0.0,0.0,0,0
1,PAYMENT,31188.22,C1230013344,47827.66,16639.44,M1607869297,0.0,0.0,0,0
1,PAYMENT,13954.75,C681639276,16639.44,2684.69,M727860268,0.0,0.0,0,0
1,PAYMENT,10497.33,C1717739363,2684.69,0.0,M138536309,0.0,0.0,0,0
1,PAYMENT,5843.75,C665137804,0.0,0.0,M509559152,0.0,0.0,0,0
1,PAYMENT,7260.2,C1815370847,0.0,0.0,M1801021153,0.0,0.0,0,0
1,PAYMENT,10285.86,C1709578324,0.0,0.0,M22446425,0.0,0.0,0,0
1,PAYMENT,6249.78,C1338958728,0.0,0.0,M1870723838,0.0,0.0,0,0
1,PAYMENT,848.74,C988904418,0.0,0.0,M261650860,0.0,0.0,0,0
1,PAYMENT,6993.7,C938613108,0.0,0.0,M1598898814,0.0,0.0,0,0
1,PAYMENT,795.29,C1850874910,10360.0,9564.71,M575360353,0.0,0.0,0,0
1,PAYMENT,9191.46,C97901029,0.0,0.0,M809383315,0.0,0.0,0,0
1,CASH_OUT,132038.41,C1324514662,0.0,0.0,C998351292,230103.96,1015132.48,0,0
1,PAYMENT,6495.27,C908722588,22040.0,15544.73,M496757837,0.0,0.0,0,0
1,PAYMENT,1679.68,C1548271808,15544.73,13865.06,M17600354,0.0,0.0,0,0
1,TRANSFER,47477.97,C1733056574,6066.0,0.0,C1629911510,144658.38,15375.37,0,0
1,DEBIT,1260.62,C636959006,1483.0,222.38,C1686100174,10086.0,9837.06,0,0
1,PAYMENT,15034.23,C1059300256,40458.0,25423.77,M1521568953,0.0,0.0,0,0
1,PAYMENT,3238.39,C1605988985,28773.0,25534.61,M1134202713,0.0,0.0,0,0
1,CASH_OUT,251241.14,C1636178473,25534.61,0.0,C997608398,523053.03,157982.12,0,0
1,PAYMENT,3644.12,C822232612,1230.0,0.0,M633131207,0.0,0.0,0,0
1,CASH_OUT,283123.48,C852190062,497409.0,214285.52,C1831477404,16872.0,247063.16,0,0
